epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
19,7333.46,0.97655,1.93976,1.1777,0.99117,0,0.53936,0.42587,0.42129,0.30563,0.48741,0.40065,0.38453,0.24937,0.856,1.8083,0.95012,0.95008,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,7698.67,0.96937,1.92575,1.16955,0.98783,0,0.53304,0.42027,0.42256,0.30737,0.48158,0.39668,0.38511,0.24942,0.85235,1.80002,0.9465,0.94856,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,8063.24,0.96573,1.91291,1.16355,0.98786,0,0.53203,0.42258,0.42415,0.3097,0.47251,0.40087,0.3853,0.24976,0.84928,1.79808,0.94347,0.94729,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,8427.69,0.96141,1.90937,1.15596,0.98445,0,0.52838,0.42668,0.42524,0.31086,0.4764,0.40115,0.3865,0.25152,0.84575,1.78854,0.9384,0.9467,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,8792.22,0.96009,1.90986,1.1548,0.98438,0,0.54011,0.42127,0.42714,0.31196,0.49312,0.39355,0.38838,0.25272,0.84256,1.7851,0.93516,0.94529,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,9155.89,0.9525,1.90076,1.14364,0.98161,0,0.54046,0.42308,0.42762,0.31232,0.49074,0.39557,0.38884,0.25301,0.84091,1.78337,0.93155,0.94427,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,9520.51,0.94787,1.88859,1.137,0.98066,0,0.549,0.42218,0.42827,0.31341,0.49692,0.39407,0.39001,0.25394,0.83856,1.77992,0.9298,0.94333,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,9883.77,0.94228,1.87365,1.129,0.97871,0,0.54687,0.42295,0.42987,0.3145,0.503,0.39512,0.39162,0.25452,0.83716,1.77695,0.92754,0.94263,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,10247.9,0.94099,1.86671,1.12049,0.97717,0,0.56387,0.41876,0.43127,0.31533,0.51017,0.392,0.39298,0.25485,0.83609,1.77274,0.9263,0.94197,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,10613.9,0.93767,1.86214,1.11712,0.97563,0,0.57063,0.41935,0.43187,0.31596,0.51184,0.39092,0.39354,0.25699,0.83374,1.76897,0.92442,0.94064,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,10977.6,0.93187,1.85029,1.11298,0.97479,0,0.55997,0.42303,0.43276,0.31615,0.50623,0.38776,0.3941,0.25755,0.83173,1.76675,0.92311,0.93991,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,11341.4,0.92739,1.84954,1.10577,0.97316,0,0.57282,0.41975,0.43345,0.31693,0.52568,0.38852,0.39591,0.25849,0.8305,1.76393,0.92096,0.93926,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,11704.7,0.92417,1.83725,1.09949,0.97226,0,0.57551,0.42413,0.43475,0.31828,0.52325,0.39235,0.39774,0.2595,0.82976,1.76154,0.91971,0.93893,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,12068.1,0.92045,1.8319,1.09064,0.96972,0,0.57264,0.42442,0.43624,0.32022,0.52189,0.3972,0.40009,0.26116,0.82873,1.75858,0.91792,0.93854,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,12432.7,0.91733,1.82151,1.08758,0.97001,0,0.56846,0.43273,0.43725,0.32093,0.52045,0.40396,0.40114,0.26195,0.82792,1.75542,0.91641,0.93823,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,12795.1,0.91269,1.81351,1.07934,0.96783,0,0.56976,0.43505,0.43811,0.32193,0.52058,0.40813,0.40292,0.26292,0.82653,1.75243,0.91439,0.93758,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,13159.2,0.90617,1.80235,1.06653,0.96536,0,0.57249,0.43444,0.43895,0.32324,0.52044,0.40998,0.40426,0.26389,0.82554,1.74898,0.91217,0.93706,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,13523.4,0.90391,1.79999,1.06393,0.96607,0,0.57133,0.4355,0.43984,0.32461,0.52479,0.41201,0.40583,0.26511,0.82401,1.74532,0.90957,0.93633,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,13888.3,0.89604,1.78441,1.05564,0.96165,0,0.57231,0.43602,0.44223,0.32551,0.5255,0.40944,0.40667,0.26546,0.82292,1.7424,0.90714,0.93557,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,14252.7,0.89293,1.77803,1.0521,0.96103,0,0.56995,0.43664,0.44225,0.32552,0.52076,0.40948,0.40585,0.26549,0.82151,1.74037,0.90472,0.93493,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,14616.2,0.88797,1.77268,1.04838,0.96036,0,0.55546,0.44196,0.4433,0.32683,0.50994,0.41556,0.40597,0.2655,0.8196,1.73915,0.90294,0.934,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,14981.3,0.88798,1.76482,1.03812,0.95889,0,0.55194,0.44292,0.44426,0.32717,0.51531,0.41101,0.40692,0.26516,0.81819,1.73469,0.90129,0.93324,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,15349.9,0.89034,1.80146,0.94504,0.95305,0,0.55373,0.44365,0.44481,0.32917,0.5084,0.41595,0.40796,0.266,0.81691,1.73222,0.89938,0.93243,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,15717.3,0.87921,1.78097,0.92862,0.94782,0,0.5494,0.44366,0.44644,0.33,0.49954,0.41806,0.41001,0.26903,0.81575,1.72865,0.89718,0.93174,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,16085.2,0.87523,1.776,0.91709,0.94567,0,0.54604,0.44729,0.44763,0.33094,0.49493,0.41996,0.41073,0.26908,0.81444,1.72686,0.89538,0.93109,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,16452.6,0.86905,1.76392,0.90936,0.94323,0,0.55589,0.45135,0.45002,0.3328,0.50045,0.42557,0.4136,0.2703,0.81241,1.72302,0.89352,0.93029,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,16820.1,0.86213,1.74719,0.89651,0.94159,0,0.5554,0.45365,0.45137,0.33411,0.50445,0.4242,0.41444,0.27046,0.81116,1.72256,0.89166,0.92966,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,17187.6,0.85369,1.72698,0.88518,0.93783,0,0.5567,0.45677,0.45328,0.3354,0.50962,0.42293,0.41534,0.27294,0.81025,1.72126,0.88986,0.92887,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,17555.3,0.84928,1.72014,0.87167,0.93615,0,0.54262,0.45865,0.45455,0.33622,0.50405,0.42714,0.41627,0.27384,0.80902,1.71929,0.88808,0.9281,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,17922.6,0.84262,1.71156,0.86199,0.93322,0,0.54407,0.45675,0.45619,0.33799,0.50128,0.42692,0.41684,0.27386,0.80853,1.71719,0.88651,0.92743,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,18290.2,0.83748,1.69154,0.85206,0.93277,0,0.54463,0.45567,0.45749,0.33865,0.50523,0.42724,0.41831,0.27514,0.80805,1.7147,0.88438,0.92693,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,18658.3,0.83034,1.68102,0.84185,0.92939,0,0.5404,0.45867,0.45968,0.3411,0.50767,0.42541,0.42032,0.27709,0.80733,1.71325,0.88274,0.92617,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
