epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
24,14048.1,0.68498,1.41802,0.88935,0.95418,0,0.67978,0.6392,0.68677,0.56622,0.66726,0.62631,0.66546,0.48492,0.5882,1.34435,0.6769,0.90615,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,14598.5,0.68206,1.40296,0.88026,0.95205,0,0.65646,0.65163,0.6863,0.56851,0.65245,0.63557,0.66559,0.48664,0.58646,1.34237,0.67474,0.90487,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,15148.6,0.67787,1.39371,0.87077,0.95038,0,0.65297,0.65371,0.68855,0.56978,0.64022,0.64117,0.66945,0.48915,0.58426,1.33944,0.67152,0.90375,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,15699.3,0.67314,1.38446,0.86056,0.94803,0,0.66148,0.65073,0.69129,0.57188,0.64705,0.63719,0.67128,0.49025,0.58302,1.33516,0.66916,0.90298,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,16250,0.66868,1.37118,0.85085,0.94521,0,0.65761,0.65994,0.69314,0.57348,0.64326,0.64629,0.67205,0.49314,0.58147,1.33263,0.66574,0.90229,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,16800.1,0.66178,1.35861,0.84391,0.94234,0,0.66061,0.65968,0.69491,0.57517,0.64011,0.65246,0.67415,0.49399,0.58028,1.33008,0.66428,0.90181,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,17350.4,0.65941,1.35422,0.83849,0.94159,0,0.68059,0.65093,0.69748,0.57811,0.64118,0.65172,0.67658,0.49606,0.5787,1.32695,0.6622,0.90127,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,17900.7,0.65475,1.33797,0.82848,0.93956,0,0.69339,0.64479,0.6981,0.57955,0.66685,0.63329,0.67863,0.49767,0.57751,1.32489,0.65924,0.90085,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,18451.2,0.65062,1.33141,0.81839,0.9367,0,0.70527,0.63505,0.69936,0.58168,0.68239,0.63232,0.68149,0.49876,0.57651,1.32319,0.6566,0.9004,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,19001.9,0.64686,1.31793,0.80864,0.93586,0,0.69647,0.64621,0.701,0.58267,0.67721,0.63574,0.68305,0.49996,0.57522,1.32069,0.65528,0.89998,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,19551.8,0.64124,1.3036,0.79941,0.93301,0,0.69123,0.65086,0.70202,0.58348,0.67616,0.63846,0.68356,0.50102,0.57363,1.31841,0.65364,0.89903,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,20102,0.63604,1.29661,0.78895,0.93065,0,0.69109,0.65336,0.70209,0.58488,0.67977,0.64334,0.68595,0.50158,0.57225,1.31589,0.65209,0.89789,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,20652.8,0.63164,1.28669,0.78164,0.93005,0,0.67468,0.66569,0.70198,0.58377,0.73866,0.6041,0.68557,0.50139,0.57104,1.31453,0.65103,0.89734,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,21203,0.62557,1.27358,0.76948,0.92681,0,0.66755,0.67428,0.70889,0.59055,0.65666,0.66342,0.69282,0.50748,0.57001,1.31261,0.64915,0.8969,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,21753.3,0.62089,1.25738,0.75983,0.9236,0,0.67327,0.66846,0.7103,0.59185,0.66255,0.65777,0.69389,0.5075,0.56923,1.30955,0.64801,0.89642,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,22303.4,0.61634,1.25024,0.7556,0.92249,0,0.75127,0.62301,0.71224,0.59402,0.74148,0.61271,0.69634,0.50881,0.56799,1.30784,0.64587,0.8958,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,22853.3,0.61345,1.24058,0.74107,0.92013,0,0.75036,0.62543,0.71334,0.59501,0.74812,0.61227,0.69794,0.5121,0.56768,1.30572,0.64392,0.89564,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,23404.7,0.60099,1.22181,0.62888,0.90246,0,0.69145,0.66798,0.71563,0.59716,0.69933,0.64051,0.70022,0.50893,0.56664,1.30492,0.64155,0.89523,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,23954.9,0.59316,1.19713,0.60806,0.89901,0,0.69161,0.69555,0.72442,0.60454,0.68624,0.68285,0.70911,0.51582,0.56544,1.30434,0.63938,0.89482,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,24505.7,0.58759,1.18428,0.59381,0.89612,0,0.7044,0.68999,0.72495,0.60478,0.6928,0.67984,0.70854,0.51451,0.56463,1.30337,0.6387,0.89453,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,25055.5,0.5803,1.16742,0.5794,0.89236,0,0.71119,0.69034,0.72569,0.607,0.69867,0.67935,0.71029,0.51621,0.56404,1.30147,0.63833,0.89423,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,25606.1,0.57405,1.1537,0.56361,0.88952,0,0.7153,0.68884,0.7274,0.6085,0.70266,0.67803,0.71165,0.51541,0.56378,1.30141,0.6373,0.89431,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,26156.5,0.56611,1.13415,0.54973,0.88614,0,0.7262,0.68321,0.73069,0.61128,0.71464,0.67346,0.71525,0.51837,0.56345,1.30087,0.6354,0.89412,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,26706.7,0.56113,1.11968,0.53377,0.88285,0,0.73194,0.68334,0.73157,0.61223,0.72451,0.67234,0.71673,0.51929,0.56321,1.30193,0.63443,0.89399,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,27256.5,0.55406,1.10448,0.51992,0.88051,0,0.73575,0.68247,0.73231,0.61323,0.73058,0.67146,0.71755,0.52473,0.56318,1.30189,0.63293,0.89406,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,27806.4,0.54891,1.0862,0.50712,0.87969,0,0.72814,0.6871,0.73249,0.61382,0.73514,0.66589,0.71831,0.52524,0.56404,1.30047,0.63197,0.89445,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,28356.2,0.54313,1.07893,0.49778,0.87582,0,0.73567,0.68118,0.73319,0.61445,0.73817,0.66687,0.71948,0.52652,0.56387,1.30093,0.63114,0.89422,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
