epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,3631.18,0.83828,1.7492,1.10832,0.9953,0,0.66492,0.51537,0.54584,0.42319,0.64797,0.5033,0.52659,0.3687,0.72281,1.61056,0.86624,0.93139,0,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
12,3941.5,0.82661,1.72583,1.09184,0.99019,0,0.63861,0.52587,0.55809,0.43274,0.64378,0.50173,0.53843,0.37648,0.71548,1.58636,0.84946,0.92545,0,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
13,4251.76,0.82048,1.71712,1.08454,0.98742,0,0.64022,0.55296,0.56858,0.43893,0.6255,0.53633,0.54677,0.3835,0.7008,1.56809,0.83268,0.92119,0,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
14,4562.48,0.81062,1.69853,1.06439,0.9819,0,0.68048,0.53584,0.57403,0.44871,0.67092,0.52531,0.55743,0.39133,0.6919,1.55994,0.81526,0.91443,0,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
15,4872.75,0.80486,1.68119,1.05398,0.97995,0,0.65563,0.52941,0.57887,0.45142,0.65076,0.51781,0.56108,0.3953,0.69187,1.54668,0.80931,0.91527,0,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
16,5183.53,0.79771,1.67163,1.04319,0.97694,0,0.58835,0.56373,0.58787,0.46161,0.57977,0.54941,0.5697,0.40158,0.69021,1.53588,0.79795,0.91372,0,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
17,5493.7,0.79425,1.66102,1.03495,0.9752,0,0.64163,0.54463,0.59189,0.46637,0.63409,0.5281,0.57136,0.40343,0.68105,1.53001,0.79212,0.91005,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
18,5804.6,0.7885,1.65012,1.02545,0.97289,0,0.62956,0.55644,0.59432,0.47018,0.62887,0.54645,0.57717,0.40621,0.67707,1.52047,0.7888,0.90865,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
19,6115.28,0.78529,1.64393,1.01446,0.96997,0,0.64098,0.54637,0.60179,0.47538,0.63951,0.53081,0.58472,0.41106,0.67405,1.51595,0.78255,0.90705,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
20,6425.98,0.77727,1.62573,1.00488,0.96777,0,0.64668,0.56288,0.6031,0.47507,0.6395,0.5404,0.58479,0.41217,0.67225,1.51079,0.77703,0.90649,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
21,6737.19,0.77422,1.61732,0.9992,0.96662,0,0.64762,0.56767,0.60665,0.47887,0.65022,0.54473,0.58716,0.41586,0.67018,1.50642,0.77332,0.9052,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
22,7048.1,0.76756,1.60938,0.98943,0.96433,0,0.67605,0.55762,0.6105,0.4825,0.66468,0.54045,0.58909,0.42,0.66646,1.50173,0.76921,0.90245,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
23,7358.7,0.76508,1.59435,0.98304,0.96192,0,0.67707,0.55673,0.6108,0.48351,0.66295,0.54251,0.59012,0.42011,0.66474,1.49992,0.76562,0.90115,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
24,7670.26,0.76127,1.59329,0.97563,0.96098,0,0.65397,0.5673,0.61375,0.48519,0.64599,0.54986,0.59225,0.42288,0.66252,1.49814,0.76335,0.89987,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
25,7981.58,0.75754,1.58261,0.96673,0.95919,0,0.66772,0.56058,0.61482,0.48803,0.65351,0.54426,0.59237,0.42361,0.6604,1.49627,0.76062,0.89878,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
26,8292.89,0.75376,1.57676,0.96057,0.95823,0,0.67973,0.5508,0.61838,0.49187,0.66753,0.53827,0.59661,0.42611,0.65929,1.49565,0.75895,0.89806,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
27,8603.99,0.74822,1.56163,0.94971,0.95526,0,0.68205,0.55056,0.61961,0.4929,0.67138,0.53882,0.59952,0.42809,0.65866,1.49417,0.75724,0.89754,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
28,8915.43,0.74545,1.55694,0.94346,0.95327,0,0.68555,0.55127,0.62211,0.49482,0.71708,0.5379,0.60264,0.4294,0.65826,1.49276,0.75548,0.89729,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
29,9226.52,0.74111,1.54938,0.93714,0.95278,0,0.72456,0.54975,0.62348,0.49535,0.71525,0.53811,0.60214,0.42971,0.65703,1.48922,0.75351,0.89665,0,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
30,9537.73,0.7371,1.54369,0.93024,0.95104,0,0.71934,0.55695,0.62498,0.4974,0.71383,0.54018,0.60345,0.42981,0.65619,1.48853,0.75172,0.89602,0,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
31,9848.56,0.73325,1.53106,0.92249,0.94936,0,0.71553,0.55813,0.62579,0.49982,0.71421,0.54502,0.60538,0.43218,0.65484,1.48651,0.75028,0.89521,0,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
32,10159.7,0.72914,1.51592,0.91457,0.94717,0,0.72138,0.55821,0.62636,0.50028,0.71506,0.54775,0.60696,0.43297,0.6539,1.48515,0.74844,0.89466,0,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
33,10470.6,0.72587,1.51512,0.90636,0.94594,0,0.71734,0.5598,0.62683,0.50037,0.71456,0.54617,0.60763,0.43351,0.65229,1.48444,0.74624,0.89364,0,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
34,10781.6,0.71967,1.49676,0.89672,0.94323,0,0.72972,0.55585,0.62833,0.50228,0.72658,0.54441,0.6083,0.43423,0.65081,1.48345,0.74375,0.8927,0,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
35,11092.8,0.71552,1.49121,0.88936,0.94179,0,0.73011,0.55479,0.63095,0.50564,0.72418,0.54413,0.61133,0.43739,0.65017,1.48133,0.74199,0.89242,0,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
36,11404.1,0.71263,1.47763,0.88241,0.94119,0,0.72758,0.55545,0.63308,0.50709,0.72771,0.54513,0.61382,0.43853,0.64886,1.47982,0.74051,0.89179,0,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
37,11715.2,0.7088,1.47519,0.86904,0.93856,0,0.72333,0.55835,0.63138,0.5062,0.72241,0.54665,0.61206,0.43744,0.64808,1.47678,0.73854,0.89135,0,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
38,12026.3,0.70386,1.46088,0.86503,0.93778,0,0.72511,0.55937,0.63236,0.50579,0.72279,0.54733,0.61378,0.43779,0.64835,1.47443,0.73788,0.89129,0,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
39,12337.2,0.69932,1.45334,0.85918,0.93605,0,0.73045,0.56129,0.63394,0.50826,0.72561,0.54891,0.61582,0.43849,0.64697,1.47132,0.73635,0.89077,0,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
40,12648.4,0.69557,1.44336,0.84433,0.93292,0,0.72779,0.56218,0.63616,0.51043,0.72246,0.55105,0.61759,0.43946,0.64594,1.47016,0.73464,0.89003,0,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
41,12952.2,0.68737,1.438,0.73555,0.91552,0,0.72601,0.56438,0.63695,0.51043,0.71939,0.55229,0.61881,0.44093,0.64532,1.46812,0.73244,0.88912,0,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
42,13254.4,0.67715,1.40522,0.71771,0.91167,0,0.72268,0.56594,0.6396,0.51242,0.72477,0.54934,0.62023,0.44295,0.64425,1.46578,0.73065,0.88846,0,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
43,13556.1,0.67293,1.39673,0.70268,0.90991,0,0.7024,0.58357,0.64037,0.51326,0.71716,0.55666,0.62055,0.44241,0.6437,1.46377,0.72914,0.88777,0,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
44,13858.3,0.66656,1.37722,0.68741,0.90658,0,0.71483,0.57838,0.64146,0.5144,0.7086,0.56424,0.62073,0.44294,0.64319,1.46203,0.72828,0.88741,0,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
45,14160.6,0.65898,1.36532,0.67385,0.90354,0,0.72117,0.57344,0.64359,0.51507,0.71933,0.56027,0.62166,0.44426,0.64273,1.46168,0.7273,0.88696,0,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
46,14462.7,0.65335,1.35014,0.65808,0.90077,0,0.71547,0.57686,0.64468,0.51735,0.71254,0.5641,0.62654,0.44679,0.64134,1.46088,0.72646,0.88628,0,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
47,14765,0.64627,1.33136,0.64487,0.89865,0,0.65809,0.60414,0.64619,0.51884,0.64942,0.58948,0.62946,0.44871,0.64023,1.46036,0.72531,0.88556,0,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
48,15067.1,0.64107,1.31935,0.6301,0.89482,0,0.67366,0.59416,0.65095,0.52275,0.66997,0.57595,0.63416,0.45235,0.6395,1.46054,0.72391,0.88502,0,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
49,15369.8,0.63472,1.29667,0.61697,0.89344,0,0.6908,0.59037,0.65107,0.52271,0.68697,0.57318,0.63387,0.45309,0.63904,1.45955,0.72293,0.88465,0,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
50,15672.4,0.63137,1.28731,0.60593,0.89192,0,0.70326,0.58831,0.65215,0.52395,0.69375,0.57373,0.63455,0.45402,0.63871,1.45936,0.72225,0.88428,0,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
